9.758434295654296875e+01,4.756472778320312500e+01
-9.290246582031250000e+01,4.864192962646484375e+01
-2.593609046936035156e+01,-7.243863677978515625e+01
-4.149561309814453125e+01,1.129382038116455078e+01
-8.266952514648437500e+00,1.532876586914062500e+01
5.331019210815429688e+01,2.525413131713867188e+01
7.068120956420898438e+00,-7.903681182861328125e+01
2.464878654479980469e+01,6.816433715820312500e+01
-2.142041397094726562e+01,3.264610290527343750e+01
1.035413208007812500e+02,2.257655334472656250e+01
5.607452392578125000e+01,-3.618505859375000000e+01
-1.141126174926757812e+02,-1.251936721801757812e+01
8.727137756347656250e+01,-7.195388317108154297e+00
-2.202326583862304688e+01,-6.136595153808593750e+01
-5.657485580444335938e+01,-6.895488739013671875e+01
-9.847439575195312500e+01,-2.462678909301757812e+01
8.200450897216796875e+01,5.363490295410156250e+01
-3.209438705444335938e+01,-8.658036041259765625e+01
1.765625190734863281e+01,7.573065948486328125e+01
-6.360709762573242188e+01,-3.300175476074218750e+01
5.585976600646972656e+00,2.988562774658203125e+01
-4.076367950439453125e+01,-9.461235046386718750e+01
1.071979904174804688e+01,9.262959289550781250e+01
5.606229019165039062e+01,-1.094530010223388672e+01
3.755699920654296875e+01,1.082146682739257812e+02
6.667425537109375000e+01,-3.857483291625976562e+01
-3.271354675292968750e+01,-1.023378295898437500e+02
3.944899320602416992e+00,3.362043762207031250e+01
-2.235085487365722656e+01,-7.390847778320312500e+01
-4.209846878051757812e+01,9.709111213684082031e+00
1.409344100952148438e+01,8.653234863281250000e+01
4.127965164184570312e+01,3.784193801879882812e+01
-9.681397247314453125e+01,5.867593002319335938e+01
-3.176663208007812500e+01,-7.936137390136718750e+01
1.394755077362060547e+01,8.056140899658203125e+01
1.073884391784667969e+01,-4.432849502563476562e+01
9.081230163574218750e+01,-5.905598831176757812e+01
7.410765075683593750e+01,-2.821169090270996094e+01
-8.583256530761718750e+01,-2.456391334533691406e+01
-9.582273864746093750e+01,-7.246562957763671875e+00
-4.097961425781250000e+01,-8.404797363281250000e+01
6.640225219726562500e+01,-3.623522186279296875e+01
4.501113891601562500e-01,-7.803613281250000000e+01
-3.628174591064453125e+01,3.258458328247070312e+01
-5.100054168701171875e+01,-1.641887664794921875e+01
-4.871603775024414062e+01,5.164027023315429688e+01
2.869957542419433594e+01,2.811384201049804688e+00
-4.383005905151367188e+01,1.093523712158203125e+02
-5.724073410034179688e+00,9.195913696289062500e+01
3.633518600463867188e+01,-8.414207458496093750e+01
-1.332935810089111328e+01,-1.389014148712158203e+01
-5.116487503051757812e+01,-1.623395538330078125e+01
2.797049713134765625e+01,-9.553951263427734375e+01
9.089729309082031250e+01,-6.676732540130615234e+00
-6.456185913085937500e+01,7.398252868652343750e+01
-2.976170158386230469e+01,1.873459815979003906e+01
-4.323210144042968750e+01,-3.042081642150878906e+01
1.261298561096191406e+01,1.002306442260742188e+02
4.644602203369140625e+01,2.288586044311523438e+01
-5.016638565063476562e+01,-2.065731048583984375e+01
1.056798744201660156e+01,1.069279937744140625e+02
5.634501266479492188e+01,8.956305694580078125e+01
1.883419418334960938e+01,3.392146682739257812e+01
8.836955261230468750e+01,1.008036327362060547e+01
1.491654205322265625e+01,-1.137935638427734375e+02
-7.498757171630859375e+01,4.953249740600585938e+01
1.438844013214111328e+01,-4.258539199829101562e+01
3.955728912353515625e+01,6.297677516937255859e+00
9.141580200195312500e+01,4.193071365356445312e+00
9.664089977741241455e-02,-1.014848251342773438e+02
7.761069297790527344e+00,-5.908050155639648438e+01
-5.837800979614257812e+01,8.631836891174316406e+00
2.929746437072753906e+01,1.084776077270507812e+02
-4.247402191162109375e+01,5.063325119018554688e+01
1.165722846984863281e+01,-8.234306335449218750e+01
1.042372894287109375e+02,-6.650820159912109375e+01
5.513333892822265625e+01,-4.475728607177734375e+01
-3.315603637695312500e+01,5.084943771362304688e+01
-7.435024261474609375e+01,-6.950552368164062500e+01
6.446830749511718750e+01,-6.884279632568359375e+01
-4.583799362182617188e+01,7.042427825927734375e+01
-1.152313842773437500e+02,-1.784885787963867188e+01
1.025415191650390625e+02,9.814023971557617188e+00
1.028092422485351562e+02,-6.025715255737304688e+01
5.732216262817382812e+01,2.679764747619628906e+01
9.413744354248046875e+01,-9.110216140747070312e+00
7.163736724853515625e+01,-9.528120994567871094e+00
-1.841969108581542969e+01,-8.490306854248046875e+01
9.874566650390625000e+01,-9.062541276216506958e-02
7.197762298583984375e+01,1.967449188232421875e+01
8.084657287597656250e+01,-6.047272109985351562e+01
-6.434903717041015625e+01,-6.355350112915039062e+01
-1.745089340209960938e+01,9.694005584716796875e+01
3.685899734497070312e+00,7.474503326416015625e+01
-8.456468582153320312e+00,3.408220672607421875e+01
-2.936050033569335938e+01,4.616714477539062500e+01
2.129201507568359375e+01,1.576385021209716797e+00
-4.050600814819335938e+01,2.758281326293945312e+01
3.335466003417968750e+01,-1.883606147766113281e+01
7.303490447998046875e+01,4.070608520507812500e+01
-4.875999832153320312e+01,-9.017819213867187500e+01
-1.049773502349853516e+01,-4.376778411865234375e+01
2.084614372253417969e+01,-2.796659088134765625e+01
1.185402011871337891e+01,-4.850133514404296875e+01
-2.752548599243164062e+01,2.554914855957031250e+01
5.738588714599609375e+01,-5.457719421386718750e+01
8.183594512939453125e+01,3.564515304565429688e+01
-8.950495147705078125e+01,-4.855788350105285645e-01
9.649489593505859375e+01,-6.025941085815429688e+01
-2.386462593078613281e+01,1.504885768890380859e+01
3.606505203247070312e+01,6.753326416015625000e+01
5.437197494506835938e+01,5.495921707153320312e+01
-1.098357162475585938e+02,6.818645000457763672e+00
-2.296058845520019531e+01,-9.808418273925781250e+01
-3.548658370971679688e+01,4.404549789428710938e+01
-3.252962112426757812e+01,3.367540740966796875e+01
-4.888470649719238281e+00,-3.819706726074218750e+01
4.632068634033203125e+01,-3.194685459136962891e+00
-2.145227050781250000e+01,-3.898466110229492188e+01
-5.384172058105468750e+01,6.187813949584960938e+01
3.185536956787109375e+01,-2.253290748596191406e+01
-9.405012512207031250e+01,6.439577484130859375e+01
-9.358070373535156250e+01,4.981697845458984375e+01
-3.325577545166015625e+01,4.545849227905273438e+01
-5.603384780883789062e+01,-1.121212673187255859e+01
8.294729614257812500e+01,1.639213180541992188e+01
-3.738739013671875000e+01,5.243882369995117188e+01
-8.122779846191406250e+01,4.390590667724609375e+01
3.570085906982421875e+01,-1.320048046112060547e+01
8.067991638183593750e+01,-5.615238952636718750e+01
-3.718461036682128906e+00,2.694429969787597656e+01
3.791888427734375000e+01,-7.827408313751220703e-01
8.798546600341796875e+01,3.862751770019531250e+01
-6.144220733642578125e+01,-3.899659729003906250e+01
1.396441936492919922e+01,1.595820045471191406e+01
4.997362899780273438e+01,-1.862770652770996094e+01
-2.965345001220703125e+01,3.148589515686035156e+01
-3.682797241210937500e+01,1.480865001678466797e+00
-2.137826681137084961e+00,-1.053523178100585938e+02
-3.048284149169921875e+01,-5.773797225952148438e+01
-3.709756088256835938e+01,4.329916763305664062e+01
-7.888916015625000000e+01,7.220454406738281250e+01
2.429345321655273438e+01,7.892355442047119141e+00
-8.094766235351562500e+01,5.885418701171875000e+01
-9.492329406738281250e+01,2.338106918334960938e+01
4.383856201171875000e+01,8.234069824218750000e+01
4.775156021118164062e+01,-9.129481506347656250e+01
-8.522564697265625000e+01,2.201315879821777344e+01
1.113239593505859375e+02,4.034302139282226562e+01
-1.748295402526855469e+01,2.469130897521972656e+01
7.204860687255859375e+01,4.931798934936523438e+01
-9.702609062194824219e+00,-3.581196594238281250e+01
-5.120648956298828125e+01,8.961161804199218750e+01
2.602934837341308594e+01,-3.529105758666992188e+01
6.600453186035156250e+01,-2.799793815612792969e+01
-6.330968475341796875e+01,-7.497993469238281250e+01
2.013553142547607422e+00,-6.128040313720703125e+01
-3.837579345703125000e+01,-2.146524620056152344e+01
5.666988372802734375e+01,8.570032501220703125e+01
9.107685852050781250e+01,-4.522896194458007812e+01
9.054245758056640625e+01,1.833532142639160156e+01
-3.050868511199951172e-01,-1.164300384521484375e+02
-7.739607334136962891e+00,-2.677350234985351562e+01
1.039647216796875000e+02,3.246818542480468750e+01
4.951865386962890625e+01,-8.107869720458984375e+01
-5.095016098022460938e+01,1.483109760284423828e+01
